record_id,paper_id,title,silver_tea_type,silver_component_group,silver_processing_step,silver_extraction_method,component_evidence_terms,processing_evidence_terms,extraction_evidence_terms,context_completeness_score,uncertainty_class,uncertainty_flags
PMID_41594549_GLM2,PMID_41594549,Advances in Bioactive Compounds from Plants and Their Applications in Alzheimer's Disease.,unspecified tea,catechins,,,catechins,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_41517138_GLM1,PMID_41517138,Eurotium cristatum-Fermented White Tea Ameliorates DSS-Induced Colitis by Multi-Scale.,white tea,caffeine,fermentation/oxidation,,caffeine; polyphenols,fermented,,0.800,low_uncertainty,preclinical_only
PMID_41517138_GLM2,PMID_41517138,Eurotium cristatum-Fermented White Tea Ameliorates DSS-Induced Colitis by Multi-Scale.,white tea,caffeine,fermentation/oxidation,,caffeine; polyphenols,fermented,,0.800,low_uncertainty,preclinical_only
PMID_41517138_GLM3,PMID_41517138,Eurotium cristatum-Fermented White Tea Ameliorates DSS-Induced Colitis by Multi-Scale.,white tea,caffeine,fermentation/oxidation,,caffeine; polyphenols,fermented,,0.800,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
PMID_41470906_GLM1,PMID_41470906,Pioneering Insights into the Complexities of Salt-Sensitive Hypertension: Central Nervous System Mechanisms and Dietary Bioactive Compound Interventions.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_41462286_GLM1,PMID_41462286,Modification role of tea in the association of dietary meat intake and obesity risk.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
PMID_41458132_GLM1,PMID_41458132,Reducing acrylamide in bread with plant additives: a systematic review.,green tea,mixed polyphenols,fermentation/oxidation; roasting,,polyphenols; flavonoids; polyphenol; extracts,fermentation; baked; baking,,0.800,low_uncertainty,review_summary_record
PMID_41427140_GLM1,PMID_41427140,"Effects of green tea dust on the biochemical parameters, antioxidant capacity, and intestinal microbiota composition in goose.",green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context
PMID_41427140_GLM2,PMID_41427140,"Effects of green tea dust on the biochemical parameters, antioxidant capacity, and intestinal microbiota composition in goose.",green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_41427140_GLM3,PMID_41427140,"Effects of green tea dust on the biochemical parameters, antioxidant capacity, and intestinal microbiota composition in goose.",green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context
PMID_41425625_GLM1,PMID_41425625,Plant food-derived antioxidant nutrients in neuroprotection against chemotherapy-induced neurotoxicity: from molecular mechanisms to clinical applications.,green tea,catechins,,,catechins,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_41418292_GLM1,PMID_41418292,"Unlocking the biomedical potential of epigallocatechin-3-gallate: a review on bioactive properties, stability limitations, and nano-delivery innovations.",green tea,catechins,,,egcg; catechin; polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_41418292_GLM3,PMID_41418292,"Unlocking the biomedical potential of epigallocatechin-3-gallate: a review on bioactive properties, stability limitations, and nano-delivery innovations.",green tea,catechins,,,egcg; catechin; polyphenols,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
PMID_41409372_GLM1,PMID_41409372,Exploring the Impact of Foods and Dietary Patterns on Melanoma Risk.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_41373951_GLM1,PMID_41373951,Longitudinal Association of Coffee and Tea Consumption with Bone Mineral Density in Older Women: A 10-Year Repeated-Measures Analysis in the Study of Osteoporotic Fractures.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context
PMID_41373414_GLM1,PMID_41373414,Crude Plant Extracts and Their Anti-Inflammatory Potential in Oral Inflammatory Cell Models: A Systematic Review of In Vitro Studies.,unspecified tea,whole extract,,other extraction,extracts,,extract,0.500,moderate_uncertainty,review_summary_record
PMID_41362433_GLM1,PMID_41362433,"Antimicrobial and Anti-Infective Potential of Herbal Creams in Dermatology: Efficacy, Safety, and Challenges in Skin Infection Management.",unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_41362433_GLM2,PMID_41362433,"Antimicrobial and Anti-Infective Potential of Herbal Creams in Dermatology: Efficacy, Safety, and Challenges in Skin Infection Management.",unspecified tea,multiple component groups,,,,,,0.300,high_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_41357894_GLM1,PMID_41357894,Quercetin exhibits multi-target anti-allergic effects in animal models: a systematic review and meta-analysis of preclinical studies.,unspecified tea,whole extract,,other extraction,flavonoid; extract,,extracted; extract,0.500,moderate_uncertainty,taxonomy_expansion_needed
PMID_41357894_GLM2,PMID_41357894,Quercetin exhibits multi-target anti-allergic effects in animal models: a systematic review and meta-analysis of preclinical studies.,unspecified tea,whole extract,,other extraction,flavonoid; extract,,extracted; extract,0.500,moderate_uncertainty,uncertain_effect_direction
PMID_41356832_GLM1,PMID_41356832,MiRNA-3Age: a microRNA-based biological age model and its modulation by lifestyle and nutrition.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; taxonomy_expansion_needed
PMID_41341495_GLM1,PMID_41341495,A systematic review: polyphenol's effect on food allergy via microbiome modulation.,green tea,mixed polyphenols,fermentation/oxidation,other extraction,polyphenol; polyphenols,fermented,extracted,1.000,moderate_uncertainty,generic_mechanism; review_summary_record
PMID_41316291_GLM1,PMID_41316291,From molecular mechanisms to translational applications: a parallel assessment of green and black tea modulation of oxidative stress.,green tea,mixed polyphenols,,,polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_41316291_GLM3,PMID_41316291,From molecular mechanisms to translational applications: a parallel assessment of green and black tea modulation of oxidative stress.,green tea,mixed polyphenols,,,polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record
PMID_41304966_GLM1,PMID_41304966,Biological Activities of Novel Kombuchas Based on Alternative Ingredients to Replace Tea Leaves.,fermented tea,mixed polyphenols,fermentation/oxidation,aqueous extraction,phenolic,kombucha; scoby; fermented,infusion,1.000,low_uncertainty,review_summary_record
PMID_41303363_GLM1,PMID_41303363,Medicinal Plants for a Healthy Gut Microbiome: Scientific Insights into Modern Herbal Applications.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_41303338_GLM1,PMID_41303338,Plant-Derived Modifiers for Antimicrobial Soft Denture Liners: A Review.,unspecified tea,whole extract,,other extraction,extracts; extract,,extract,0.500,moderate_uncertainty,review_summary_record; taxonomy_expansion_needed
PMID_41300675_GLM1,PMID_41300675,Phytotherapy in Pediatric Dentistry: A Narrative Review of Clinical Applications and Evidence.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; uncertain_effect_direction
PMID_41300675_GLM2,PMID_41300675,Phytotherapy in Pediatric Dentistry: A Narrative Review of Clinical Applications and Evidence.,green tea,multiple component groups,,,,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed; uncertain_effect_direction
PMID_41296402_GLM1,PMID_41296402,Regulatory Effects of Coffee/Chlorogenic Acid and Tea/Epigallocatechin-3-O-Gallate on microRNA in Association with Their Anticancer Activity.,green tea,catechins,,,egcg,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_41282206_GLM1,PMID_41282206,How Tea Consumption Interacts with Genetics to Affect Cardiovascular Biomarkers in Older Adults? Findings from the CLHLS.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
PMID_41282206_GLM2,PMID_41282206,How Tea Consumption Interacts with Genetics to Affect Cardiovascular Biomarkers in Older Adults? Findings from the CLHLS.,unspecified tea,multiple component groups,,,,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; uncertain_effect_direction
PMID_41277394_GLM1,PMID_41277394,Oolong tea polyphenols alleviate cognitive impairment in sleep-deprived mice through the microbiota-gut-brain axis.,oolong tea,tea polysaccharides,,,tea polysaccharides; polyphenols,,,0.550,low_uncertainty,missing_processing_or_extraction_context; preclinical_only
PMID_41277394_GLM2,PMID_41277394,Oolong tea polyphenols alleviate cognitive impairment in sleep-deprived mice through the microbiota-gut-brain axis.,oolong tea,tea polysaccharides,,,tea polysaccharides; polyphenols,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_41277259_GLM1,PMID_41277259,Dietary factors and MRI biomarkers of brain ageing in general populations: a comprehensive systematic review.,green tea,mixed polyphenols,roasting,,polyphenol; polyphenols,baked,,0.800,moderate_uncertainty,generic_mechanism; review_summary_record
PMID_41274681_GLM2,PMID_41274681,Microbial profiling of bold green tea bottled beverages: A screening experiment.,green tea,catechins,storage/aging,other extraction,catechin; catechins,storage; stored,extracted,1.000,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed
PMID_41269420_GLM1,PMID_41269420,Therapeutic potential of green tea's epigallocatechin-3-gallate in oral cancer: a comprehensive systematic review of cellular and molecular pathways.,green tea,catechins,,,egcg,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_41265599_GLM1,PMID_41265599,Cold plasma treatment and tea polyphenols addition synergistically enhance the properties of κ-carrageenan/carboxymethyl chitosan films.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed
PMID_41255516_GLM2,PMID_41255516,Epigallocatechin Gallate Attenuates CaOx Crystal-Induced Renal Tubular Injury to Inhibit CaOx Nephrolithiasis via GRP94/PI3K/AKT Signaling.,unspecified tea,catechins,,,epigallocatechin gallate; egcg,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; taxonomy_expansion_needed; uncertain_effect_direction
PMID_41244722_GLM1,PMID_41244722,Tea-derived catalysts: a sustainable approach to organic transformations.,unspecified tea,mixed polyphenols,,,polyphenols,,,0.300,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_41235304_GLM1,PMID_41235304,Efficacy of dietary supplements as an adjunctive therapy for polycystic ovary syndrome: an umbrella meta-analysis.,green tea,catechins,,,catechins,,,0.550,moderate_uncertainty,generic_mechanism; missing_named_microbiota; missing_processing_or_extraction_context
PMID_41226835_GLM1,PMID_41226835,Epigallocatechin Gallate as a Molecular Therapeutic in Heart Failure and Cardio-Oncology: Mechanistic Pathways and Translational Perspectives.,green tea,catechins,,,epigallocatechin gallate; egcg; polyphenol,,,0.550,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed
PMID_41210635_GLM1,PMID_41210635,Advances in research and applications of Epigallocatechin gallate: from green tea to therapeutic gold.,green tea,catechins,,,epigallocatechin gallate; egcg; catechin,,,0.550,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record
PMID_41210635_GLM2,PMID_41210635,Advances in research and applications of Epigallocatechin gallate: from green tea to therapeutic gold.,green tea,catechins,,,epigallocatechin gallate; egcg; catechin,,,0.550,moderate_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; review_summary_record
PMID_41210635_GLM3,PMID_41210635,Advances in research and applications of Epigallocatechin gallate: from green tea to therapeutic gold.,green tea,catechins,,,epigallocatechin gallate; egcg; catechin,,,0.550,moderate_uncertainty,low_llm_confidence; missing_processing_or_extraction_context; review_summary_record
