claim_text_raw,confidence_score,context_completeness_score,journal,label,mechanism_specificity_score,node_id,node_type,title,uncertainty_class,uncertainty_flags,year
,,,The Journal of nutritional biochemistry,PMID_41548613,,paper:PMID_41548613,Paper,Mechanism of tea polyphenols improving sleep by regulating neurotransmitters through the gut microbiota-brain axis.,,,2026
"TP reshape the gut microbiota by selectively enriching beneficial bacteria such as Lactobacillus and Bifidobacterium, while suppressing pathogenic species.",0.683,0.300,,PMID_41548613_GLM1,0.750,record:PMID_41548613_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record,
,,,,selective enrichment,,mechanism:selective_enrichment,Mechanism,,,,
,,,,enhanced intestinal barrier integrity,,phenotype:enhanced_intestinal_barrier_integrity,HostPhenotype,,,,
"gut microbiota metabolize TP into bioactive small molecules that enter systemic circulation, cross the blood-brain barrier (BBB), and modulate central neurotransmitters, notably serotonin (5-HT) and GABA.",0.683,0.300,,PMID_41548613_GLM2,0.750,record:PMID_41548613_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,
,,,,neurotransmitter regulation,,mechanism:neurotransmitter_regulation,Mechanism,,,,
,,,,bioactive small molecules,,metabolite:bioactive_small_molecules,MicrobialMetabolite,,,,
,,,,modulated central neurotransmitters,,phenotype:modulated_central_neurotransmitters,HostPhenotype,,,,
,,,The American journal of clinical nutrition,PMID_41548598,,paper:PMID_41548598,Paper,"Interactions between genetic predisposition to obesity, insulin resistance and type 2 diabetes risk, and food or beverage intake for incident type 2 diabetes: European Prospective Investigation into Cancer and Nutrition (EPIC) InterAct case-cohort study.",,,2026
Fifteen dietary variables potentially associated with T2D... were examined: ... tea... Genetic susceptibility to high-risk metabolic traits did not modify the diet-T2D associations in European populations.,0.671,0.550,,PMID_41548598_GLM1,0.000,record:PMID_41548598_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; uncertain_effect_direction,
,,,,type 2 diabetes,,phenotype:type_2_diabetes,HostPhenotype,,,,
,,,Food chemistry,PMID_41547013,,paper:PMID_41547013,Paper,Differences and correlations between chiral amino acid contents and microbiota in different processing stages of Keemun black tea.,,,2026
"The microbiota richness and diversity in fermentation stage increased significantly, but decreased significantly in drying stage.",0.846,0.800,,PMID_41547013_GLM1,0.750,record:PMID_41547013_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,fermentation_stage_modulation,,mechanism:fermentation_stage_modulation,Mechanism,,,,
,,,,Bacteroidota,,microbiota:bacteroidota,MicrobiotaFeature,,,,
,,,,Proteobacteria,,microbiota:proteobacteria,MicrobiotaFeature,,,,
"Bacteroidota and Proteobacteria were the primary microbiota, and their functions of Metabolism of cofactors and vitamins, Carbohydrate metabolism, and Amino acid metabolism were significant positive related to the increase of amino acid contents.",0.818,0.800,,PMID_41547013_GLM2,0.750,record:PMID_41547013_GLM2,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,metabolic_function_correlation,,mechanism:metabolic_function_correlation,Mechanism,,,,
,,,Pharmacological research,PMID_41544875,,paper:PMID_41544875,Paper,Differential toll-like receptor 2 activation by Akkermansia muciniphila and Bacteroides thetaiotaomicron mediates the beneficial effects of Fu brick tea polysaccharide against colitis.,,,2026
FBTP ameliorated colitis... primarily by enriching Akkermansia muciniphila... to activate the toll-like receptor 2 (TLR2)-Akt anti-inflammatory signaling pathway.,0.873,0.800,,PMID_41544875_GLM1,0.750,record:PMID_41544875_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only,
,,,,Enrichment of A. muciniphila activating TLR2-Akt anti-inflammatory pathway,,mechanism:enrichment_of_a_muciniphila_activating_tlr2_akt_anti_inflammatory_pathway,Mechanism,,,,
,,,,Treg/Th17 immune homeostasis restoration,,phenotype:treg_th17_immune_homeostasis_restoration,HostPhenotype,,,,
B. thetaiotaomicron was found to activate the TLR2-NF-κB pro-inflammatory pathway... significantly exacerbating colitis... FBTP... depleting Bacteroides thetaiotaomicron.,0.780,0.550,,PMID_41544875_GLM2,0.750,record:PMID_41544875_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only; uncertain_effect_direction,
,,,,Depletion of B. thetaiotaomicron preventing TLR2-NF-κB pro-inflammatory activation,,mechanism:depletion_of_b_thetaiotaomicron_preventing_tlr2_nf_b_pro_inflammatory_activation,Mechanism,,,,
,,,,Bacteroides thetaiotaomicron,,microbiota:bacteroides_thetaiotaomicron,MicrobiotaFeature,,,,
,,,,pro-inflammatory response reduction,,phenotype:pro_inflammatory_response_reduction,HostPhenotype,,,,
,,,Food chemistry,PMID_41544473,,paper:PMID_41544473,Paper,Spray-dried soy protein/tamarind seed polysaccharide/tea polyphenol ternary complexes with enzymatic and natural crosslinking enhance probiotic viability.,,,2026
cross-linked systems maintained high viability due to the synergistic barrier effect and sustained antioxidant activity,0.709,0.550,,PMID_41544473_GLM1,0.550,record:PMID_41544473_GLM1,EvidenceRecord,,moderate_uncertainty,preclinical_only,
,,,,synergistic barrier effect of ternary matrix,,mechanism:synergistic_barrier_effect_of_ternary_matrix,Mechanism,,,,
,,,Journal of ethnopharmacology,PMID_41534752,,paper:PMID_41534752,Paper,"Alleviation of adverse effects associated with α-glucosidase inhibitors by Ocimum basilicum L., Matricaria chamomilla L., and Salvia officinalis L. reveals novel selective inhibition of Bacillus α-glucosidase by acarbose.",,,2026
acarbose exhibited the most potent inhibition and selectivity towards Bacillus α-glucosidase.,0.749,0.550,,PMID_41534752_GLM1,0.750,record:PMID_41534752_GLM1,EvidenceRecord,,moderate_uncertainty,preclinical_only,
,,,,enzyme inhibition,,mechanism:enzyme_inhibition,Mechanism,,,,
,,,,Bacillus,,microbiota:bacillus,MicrobiotaFeature,,,,
"acarbose negatively affects gut bacterial enzymes, promoting microbiome dysbiosis",0.721,0.550,,PMID_41534752_GLM2,0.750,record:PMID_41534752_GLM2,EvidenceRecord,,moderate_uncertainty,preclinical_only,
,,,,microbiome dysbiosis,,mechanism:microbiome_dysbiosis,Mechanism,,,,
,,,,gut bacteria,,microbiota:gut_bacteria,MicrobiotaFeature,,,,
,,,,gastrointestinal adverse effects,,phenotype:gastrointestinal_adverse_effects,HostPhenotype,,,,
,,,International journal of biological macromolecules,PMID_41519326,,paper:PMID_41519326,Paper,Multifunctional hydrogel based on oxidized sodium alginate and carboxymethyl chitosan delivers minoxidil loaded liposomes for the treatment of androgenetic alopecia.,,,2026
"doping nanofibers with tea polyphenols ... demonstrated excellent antioxidant capacity, with a free radical scavenging rate exceeding 90%.",0.698,0.300,,PMID_41519326_GLM1,0.550,record:PMID_41519326_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,free radical scavenging,,mechanism:free_radical_scavenging,Mechanism,,,,
"Animal studies confirmed that NFgel-MXD@Lip outperformed MXD tincture in promoting follicular development and enhancing hair regrowth, with the anti-inflammatory and antibacterial hydrogel NF-gel also contributing to these effects.",0.643,0.300,,PMID_41519326_GLM2,0.550,record:PMID_41519326_GLM2,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,anti-inflammatory and antibacterial effects,,mechanism:anti_inflammatory_and_antibacterial_effects,Mechanism,,,,
,,,,hair follicle development,,phenotype:hair_follicle_development,HostPhenotype,,,,
,,,Nutrients,PMID_41515260,,paper:PMID_41515260,Paper,Effects of Green Tea Extract Supplementation on Inflammatory Cytokines Among Postmenopausal Women with Overweight or Obesity-A Secondary Analysis of a Randomized Controlled Trial.,,,2026
A high-dose GTE supplement consumed daily for one year did not significantly decrease inflammatory cytokines among postmenopausal women with overweight or obesity.,0.848,0.750,,PMID_41515260_GLM1,0.550,record:PMID_41515260_GLM1,EvidenceRecord,,low_uncertainty,uncertain_effect_direction,
,,,,EGCG anti-inflammatory potential,,mechanism:egcg_anti_inflammatory_potential,Mechanism,,,,
,,,,overweight/obesity,,phenotype:overweight_obesity,HostPhenotype,,,,
The changes from month 0 to month 12 were not statistically different between the groups for any of the inflammatory cytokines measured.,0.786,0.750,,PMID_41515260_GLM2,0.000,record:PMID_41515260_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; uncertain_effect_direction,
,,,Nutrients,PMID_41515258,,paper:PMID_41515258,Paper,The Role of Lifestyle and Diet in the Treatment of Endometriosis: A Review.,,,2026
"green tea polyphenols, show promising but variable evidence for symptom relief.",0.678,0.550,,PMID_41515258_GLM1,0.000,record:PMID_41515258_GLM1,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; review_summary_record,
,,,,endometriosis symptoms,,phenotype:endometriosis_symptoms,HostPhenotype,,,,
,,,Ultrasonics sonochemistry,PMID_41496404,,paper:PMID_41496404,Paper,Multiscale mechanistic insights into sonochemical energy coupling and flavor evolution in Pu‑erh tea.,,,2026
Sonochemical coupling reduced the reaction barrier of ester-type catechins (ΔG ≈ -25 kJ mol-1) and accelerated their conversion into free acid polyphenols.,0.801,0.750,,PMID_41496404_GLM1,0.750,record:PMID_41496404_GLM1,EvidenceRecord,,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed,
,,,,sonochemical coupling reduces reaction barrier,,mechanism:sonochemical_coupling_reduces_reaction_barrier,Mechanism,,,,
,,,,free acid polyphenols,,metabolite:free_acid_polyphenols,MicrobialMetabolite,,,,
,,,Journal of medical Internet research,PMID_41490780,,paper:PMID_41490780,Paper,A Real-Life Digital Intervention for Personalized Nutrition in Adults With Overweight or Obesity: Remote Randomized Controlled Trial.,,,2026
"All participants, irrespective of the intervention arm... replaced coffee with tea.",0.440,0.300,,PMID_41490780_GLM1,0.000,record:PMID_41490780_GLM1,EvidenceRecord,,high_uncertainty,generic_mechanism; low_llm_confidence; missing_processing_or_extraction_context,
,,,,overweight or obesity,,phenotype:overweight_or_obesity,HostPhenotype,,,,
,,,"Colloids and surfaces. B, Biointerfaces",PMID_41483799,,paper:PMID_41483799,Paper,Oral environment targeting sutures for refractory oral wound.,,,2026
"compared to controls, it upregulates anti-inflammatory IL-10 expression by 2.41-fold",0.671,0.300,,PMID_41483799_GLM1,0.550,record:PMID_41483799_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,biological regulation,,mechanism:biological_regulation,Mechanism,,,,
"exhibits robust antibacterial activity, with 90.3 % inhibition against E. coli and 95.6 % against S. aureus",0.683,0.300,,PMID_41483799_GLM2,0.750,record:PMID_41483799_GLM2,EvidenceRecord,,moderate_uncertainty,generic_mechanism; missing_processing_or_extraction_context; preclinical_only; taxonomy_expansion_needed; uncertain_effect_direction,
,,,,E. coli,,microbiota:e_coli,MicrobiotaFeature,,,,
,,,,S. aureus,,microbiota:s_aureus,MicrobiotaFeature,,,,
enhances oxidative stress scavenging capacity by 1.87-fold,0.671,0.300,,PMID_41483799_GLM3,0.550,record:PMID_41483799_GLM3,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; preclinical_only,
,,,,oxidative stress scavenging,,mechanism:oxidative_stress_scavenging,Mechanism,,,,
,,,Carbohydrate polymers,PMID_41475763,,paper:PMID_41475763,Paper,Structural characterization and lipid-modulating effects of an inulin-type fructan from Bacillus amyloliquefaciens D189: Unraveling the microbiota-gut-liver axis.,,,2026
Its metabolic benefits operated through: gut microbiota remodeling-enriching SCFA producers (Blautia for butyrate; Muribaculaceae for acetate/propionate) while suppressing pro-inflammatory Allobaculum/Lachnospiraceae.,0.776,0.550,,PMID_41475763_GLM1,0.750,record:PMID_41475763_GLM1,EvidenceRecord,,moderate_uncertainty,preclinical_only,
,,,,enrichment of SCFA producers,,mechanism:enrichment_of_scfa_producers,Mechanism,,,,
,,,,"Blautia, Muribaculaceae",,microbiota:blautia_muribaculaceae,MicrobiotaFeature,,,,
,,,,"butyrate, acetate, propionate",,metabolite:butyrate_acetate_propionate,MicrobialMetabolite,,,,
,,,,reduced hepatic lipid deposition,,phenotype:reduced_hepatic_lipid_deposition,HostPhenotype,,,,
D189 EPS attenuated obesity by targeting the microbiota-gut-liver signaling pathway... 50 mg/kg significantly reduced LDL-C... while 200 mg/kg yielded anti-obesity effects.,0.760,0.550,,PMID_41475763_GLM2,0.750,record:PMID_41475763_GLM2,EvidenceRecord,,moderate_uncertainty,preclinical_only; taxonomy_expansion_needed,
,,,,microbiota-gut-liver axis signaling,,mechanism:microbiota_gut_liver_axis_signaling,Mechanism,,,,
,,,,"butyrate, isovalerate",,metabolite:butyrate_isovalerate,MicrobialMetabolite,,,,
,,,,"reduced LDL-C, hepatic lipid deposition",,phenotype:reduced_ldl_c_hepatic_lipid_deposition,HostPhenotype,,,,
,,,Pharmacology,PMID_41474664,,paper:PMID_41474664,Paper,Phytochemicals as Emerging Antiproliferative Agents in Head and Neck Cancer: Molecular Mechanisms and Therapeutic Strategies.,,,2026
"Polyphenols...along with herbal extracts including...Camellia sinensis, demonstrate the ability to modulate oxidative stress, apoptosis, and immune responses while reducing therapy resistance.",0.643,0.300,,PMID_41474664_GLM1,0.550,record:PMID_41474664_GLM1,EvidenceRecord,,moderate_uncertainty,missing_processing_or_extraction_context; review_summary_record; taxonomy_expansion_needed,
,,,,modulation of oxidative stress and apoptosis,,mechanism:modulation_of_oxidative_stress_and_apoptosis,Mechanism,,,,
,,,Journal of the science of food and agriculture,PMID_41449627,,paper:PMID_41449627,Paper,Impact of storage temperature on green tea quality: an assessment based on compositional changes.,,,2026
"antioxidant capacity showed significant positive correlations with specific compounds: EGCG, CAF and GC in H-GT, and EGCG, ECG, EGC, CAF, Asp and Phe in L-GT.",0.844,0.800,,PMID_41449627_GLM1,0.550,record:PMID_41449627_GLM1,EvidenceRecord,,low_uncertainty,preclinical_only; uncertain_effect_direction,
,,,,positively correlated with specific catechins and amino acids,,mechanism:positively_correlated_with_specific_catechins_and_amino_acids,Mechanism,,,,
,,,Diabetes/metabolism research and reviews,PMID_41431168,,paper:PMID_41431168,Paper,"Unravelling the Mechanisms of Tea Against NAFLD: An Integration of Bibliometrics, Network Pharmacology, and the Gut-Liver Axis.",,,2026
"Tea polyphenols exert potent prebiotic-like effects... metabolised by the gut microbiota into smaller, more bioavailable phenolic acids... enhance the production of beneficial metabolites such as short-chain fatty acids, and reinforce intestinal barrier function.",0.749,0.550,,PMID_41431168_GLM1,0.750,record:PMID_41431168_GLM1,EvidenceRecord,,moderate_uncertainty,missing_named_microbiota; missing_processing_or_extraction_context; review_summary_record,
,,,,prebiotic-like effects,,mechanism:prebiotic_like_effects,Mechanism,,,,
,,,,metabolized to bioactive phenolic acids,,mechanism:metabolized_to_bioactive_phenolic_acids,Mechanism,,,,
,,,,enhanced SCFA production,,mechanism:enhanced_scfa_production,Mechanism,,,,
